L.P		KLUB/SPONSOR	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	GRUPA	M/K	TOP	BONUS
46	Wojciech Ratajczak	Fantastyczne Wspinanie	t	t	t	t		t	t	t	t		t	b	b	t							Junior	M	10	12
52	Daniel Sromek	MOBIUS						t	t	t	t	t	t	t	t	t	t		b		b	b	Trudna	M	10	11
53	Łukasz Rokita	FFK						t	t	t	t	t	t	t	t	t	t						Trudna	M	10	10
58	Marek Cincio	KS Korona						t	t	t	t	t	t	t	t	t	t						Trudna	M	10	10
68	Kinga Kluska	CSC Adventure Academy	t	t	t	t	t	t	t	t	t	t				b							Lajt	K	10	11
115	Kamil Góral	POZIOM 450						t	t	t	t	t	t	t	t	t	t	b				b	Trudna	M	10	11
15	Radosław Kielar	KW Bełchatów						t	t	t	t		t	t	t	t	t						Trudna	M	9	9
22	Justyna Spyrka	KW Katowice	t	t	t	t	t	t	t	t	t												Lajt	K	9	9
28	Bartosz Szymik	CW Transformator/ So Climb						t	t	t	t	t		t	t	t	t						Trudna	M	9	9
41	Damian Węgrzyniak	Climb Team Gogolin						t	t	t	t	t	b	t	t	t	t						Trudna	M	9	10
42	Kuba Barzycki	Trafo						t	t	t	t	t	b	t	t	t	t						Trudna	M	9	10
43	Paweł Pierzchała	Sparta Betlejem	t	t	t	t	t	t	t	t	t	b											Lajt	M	9	10
45	Aleksander Dobkowski	SW KW Katowice	t	t	t	t	t	t	t	b	t	t				b							Lajt	M	9	11
50	Przemysław Marczyński							t	t	t	t	t	t	t	t	t							Trudna	M	9	9
62	Paweł Kos	KW Katowice	t	t	t	t	t	t	t	t	t												Lajt	M	9	9
81	Tomasz Szafron		t	t	t	t	t	t			t				t		t						Weteran	M	9	9
86	Aleksander Olszok	Salewa Block	t	t	t	t	t	t	t	t	t	b	t	t	t	t	t						Trudna	M	9	10
90	Damian Grudzień	Salewa Block						t	t	t	t	t	b	t	t	t	t						Trudna	M	9	10
95	Grzegorz Mróz		t	t	t	t	t	t	t	t	t	b											Lajt	M	9	10
111	Artur Wylezol	Bunkier w Skale	t	t	t	t	t	t	t	t	t				t	t							Lajt	M	9	9
118	Kaczy	Progres						t	t	t	t		t	t	t	t	t						Trudna	M	9	9
127	Marek Kazior	BLO KATOWICE	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t		t	t	t	t	Pro	M	9	9
131	Paweł Czornik	Trafo	t	t	t	t	t	t	t	t	t												Lajt	M	9	9
135	Szymon Nowakowski	Salewa Block	t	t	t	t	t	t	t	t	t			b	t	b							Lajt	M	9	9
144	Katarzyna Baruch	Mysticlimb	t	t	t	t	t	t	t	t	t	b											Lajt	K	9	10
16	Bartek Patora	GTW Gliwice						t	t	t	t	t	b		t	t	t						Trudna	M	8	9
21	Adam Mach	Skarpa Bytom											t	t	t	t	t	b	t	t	t	b	Pro	M	8	10
24	Mateusz Kornacki	Sparta Betlejem	t	t	t	t	t	t	t	b	t												Lajt	M	8	9
33	Rafał Urbańczyk	KW Katowice	t	t	t	t	t	t	t	b	t	b											Lajt	M	8	10
35	Adrian Pawlik		t	t	t	t	t	t		t	t												Lajt	M	8	8
47	Agata Erm	X Team Orzesze	t	t	t	t	t	t	b		t	t											Lajt	K	8	9
48	Arek Erm	X Team Orzesze						t	t	t	t	t		t	t	t							Trudna	M	8	8
57	Piotr Mierzejewski	FFK						t	t	t	t	t		b	t	t	t						Trudna	M	8	9
59	Anna Złakowska	KW Toruń	t	t	t	t	t	t	t	b	t												Lajt	K	8	9
63	Jacek Gawęda	KS Korona											t	t	t	t	t		t		t	t	Pro	M	8	8
67	Dominik Malina	CSC Adventure Academy						t	t	t	t		b	t	t	t	t						Trudna	M	8	9
69	Zbigniew Bardel	Baltoro R2/BB											t	t	t	t	t	b	t		t	t	Pro	M	8	9
70	Krzysztof Hurtling	CSC Adventure Academy						t	t	t	t	t			t	t	t						Trudna	M	8	8
73	Kajtek Pawelec	KS Korona											t	t	t	t	t	b	t		t	t	Pro	M	8	9
80	Dominika Sołtys	Boska Godzilla team						t	t	t	t	t		b	t	t	t						Trudna	K	8	9
101	Karol Porwoł	Masakra/KW Gliwice							t	t	t	t	t	t	t	t	t	b	t		t	t	Pro	M	8	9
109	Konrad Kołodziej	KW Katowice	t	t	t	t	t	t		t	t	b											Lajt	M	8	9
117	Marlena Abram	KW-CE, Fair Climb	t	t	t	t	t	t	b	t	t												Lajt	K	8	9
120	Łukasz Kudła	ABK, E-Climbing, Witchholds											t	t	t	t	t	b	t	b	t	t	Pro	M	8	10
128	Paweł Wyciślik	Witchholds											t	t	t	t	t		t	t	t		Pro	M	8	8
129	Kajetan Koperwas												t	t	t	t	t	t	t	t			Pro	M	8	8
134	Jarek Sobel	CW Cechownia						t	t	t	t	t	b	b	t	t	t						Trudna	M	8	10
137	Klaudia Kandzia		t	t	t	t	t	t	t	b	t	b											Lajt	K	8	10
7	Andrzej Rawski	Antygravity/kw Gliwice	t	t	t	t	t	t		b	t												Lajt	M	7	8
23	Karolina Juszczyk		t	t	t	t	t	t		b	t	b				b							Lajt	K	7	9
26	Tomasz Hansel	KW Katowice	t	t	t	t	t	t		b	t												Lajt	M	7	8
34	Tomek Kania												t	t	t	t	t		t		t	b	Pro	M	7	8
38	Rafał Szostok		t	t	t	t	t	t		b	t												Lajt	M	7	8
44	Magdalena Wyrtki	MOBIUS	t	t	t	t	t	t	b	b	t	b				b							Lajt	K	7	11
49	Łukasz Krybus	CW Transformator						t	t	t	t				t	t	t						Trudna	M	7	7
51	Daniel Wyżkiewicz	FFK						t	t	t	t	b	b	b	t	t	t						Trudna	M	7	10
55	Łukasz Juszczyk	Languagelab.com.pl	t	t	t	t	t	t	t	t	t	b		t		t	t						Trudna	M	7	8
66	Bartek Pająk	CW Transformator	t	t	t	t	t	t		b	t												Lajt	M	7	8
72	Mirosław Farajewik												t	t	t	t	t		t		t		Pro	M	7	7
74	Paweł Piaskowy	Salewa Block	t	t	t	t	t	t		b	t												Lajt	M	7	8
78	Krzysztof Białożyt	Trafo	t	t	t	t	t	b		t	t												Weteran	M	7	8
84	Piotr Trojnar	Salewa Block	t	t	t	t	t	t		b	t	b											Lajt	M	7	9
85	Amanda Swat	Salewa Block	t	t	t	t	t	t			t												Lajt	K	7	7
97	Monika Błachut	Strefa Wspinania	t	t	t	t	b	t	t	b	t	b											Lajt	K	7	10
98	Grzegorz Wiernik							t		t	t		b	t	t	t	t						Trudna	M	7	8
103	Krzysztof Roza	Masakra	t	t	t	t	t	t	b	b	t												Lajt	M	7	9
106	Małgorzata Włodarczyk	Fantastyczne wspinanie	t	t	t	t		t			t	t					t						Junior	K	8	8
114	Adrian Chrobak	P450											t	t	t	t	t		t		b	t	Pro	M	7	8
116	Paweł Dykiel	TRAFO	t	t	t	t	t	t		b	t												Lajt	M	7	8
122	Jakub Czarnota	Pozim 450											t	t	t	t	t		t	b	t	b	Pro	M	7	9
140	Łukasz Łazęcki	Mysticlimb						t	t	t	t	t			t	b	t						Trudna	M	7	8
141	Krzysztof Wysocki	Mysticlimb	t	t	t	t	t	t		b	t												Lajt	M	7	8
143	Marcin Giba	CW Cechownia	t	t	t	t	t	t			t					b							Lajt	M	7	7
14	Maria Gęba	KW Częstochowa	t	t	t	t		t	b		t												Lajt	K	6	7
20	Maciek Bogucki	KW Gliwice	t	t	t	t	b	t		b	t												Weteran	M	6	8
25	Michał Oleksy							t	t	t	t	t		b	b	t							Trudna	M	6	8
27	Maciej Zieliński	Siemianowice Sl.	t	t	t	t		t	b		t												Lajt	M	6	7
31	Adrian Kuro		t	t	t	t	t	t		b	b												Lajt	M	6	8
36	Maciek Sołtys	MT IDEA.PL											t	t	t	t	t		t				Pro	M	6	6
37	Marek Maciążek	CW Transformator	t	t	t	t	t	b			t												Weteran	M	6	7
60	Joanna Niechwiedowicz	KS Korona, Skylotec, Tenaya, Camper						t	t		t	t		b		t	t						Trudna	K	6	7
64	Mariusz Sosna		t	t	t	t	t	b			t												Lajt	M	6	7
81	Katarzyna Bal	Zielona Góra / Balu	t	t	t	t		t			t	b											Lajt	K	6	7
88	Zuzia Mientus	Skarpa Bytom	t	t	t	t		t			t												Junior	K	6	6
89	Karolina Boczkowska	CW TOP	t	t	t	t		t	b		t												Lajt	K	6	7
110	Marcin Kurdek	CW Transformator	t	t	t	t	t	b		b	t												Lajt	M	6	8
113	Piotr Taboł	CW Transformator	t	t	t	t	t	t															Lajt	M	6	6
123	Adam Rożek	KW Jastrzębie											t	t	t	t	t		t		b	b	Pro	M	6	8
133	Maciej Kurzawa	CW Cechownia	t	t	t	t	t	t		t	t		b		t	t	t						Trudna	M	6	7
138	Małgorzata Dobisz	CW Cechownia						t	t	t	t	t					t						Trudna	K	6	6
139	Małgorzata Kuso	CW Cechownia	t	t	t	t		t		b	t												Lajt	K	6	7
3	Wojciech Szulc	KW Gliwice											t	t	t	t	t						Pro	M	5	5
12	Bartosz Bodynek	CSC	t	t	t	t		t			b												Lajt	M	5	6
18	Andrzej Boliąga	KW Częstochowa	t	t	t	t	t																Lajt	M	5	5
39	Sergiusz Bełz	od Jawora	t	t	t	t	t	b			b												Lajt	M	5	7
40	Michał Świderski							t	t	t	t	t				b							Trudna	M	5	6
71	Adam Morawiec	KW Lubliniec						t		t	t				b	t	t						Trudna	M	5	6
75	Monika Szumańska							t	t	t	t	b	b			b	t						Trudna	K	5	8
76	Łukasz Warchał												t	t	t	t	t	b	b				Pro	M	5	7
77	Paweł Trzaska							t	t	t	t	t	t	t	t	t	t						Pro	M	5	5
79	Paulina Czech	Salewa Block	t	t	t	t	t				b												Lajt	K	5	6
82	Kamil Lipiński	Trafo						t		b	t	b	b		t	t	t						Trudna	M	5	8
93	Judyta Ptasińska	BLO/Witch						t	t	t	t	b		b	b	t							Trudna	K	5	8
94	Dawid Gwóźdź												t	t	t	t	t		b		b	b	Pro	M	5	8
100	Michał Koloch		t	t	t	t	t	b		b	b												Lajt	M	5	8
105	Aleksander Włodarczyk		t	t	t	t					t												Lajt	M	5	5
108	Kuba Bień	Fair - Climb	t	t	t	t	t	b		b	b												Lajt	M	5	8
124	Ania Kowalska							t	t	t	t			b			t						Trudna	K	5	6
126	Asia Koperwas							t	t	t	t	b		b	b	b	t						Trudna	K	5	9
132	Łukasz Dworakowski	Jura						t	t	t	t	t											Trudna	M	5	5
19	Kamil Pala	KW Częstochowa	t	t		t	t	b		b	b												Lajt	M	4	7
96	Artur Magiera	AZS AWF Katowice						t		b	t	b			b	t	t						Trudna	M	4	7
112	Rafał Cyba		t	t	t	t				b													Lajt	M	4	5
119	Anna Gniady		t		t	t					t												Lajt	K	4	4
4	Jakub Mizerski	BLO Katowice	t		b	t	t				b												Lajt	M	3	5
5	Katarzyna Dymińska	CSC	t	b		t	t																Lajt	K	3	4
87	Marta Kiwer							b		t	t	t	b										Trudna	K	3	5
99	Krzysztof Lukoszek	Salewa Block							t		t					t							Trudna	M	3	3
121	Maciej Socha	Progress	t	t	t	b																	Lajt	M	3	4
61	Rafał Ciołek		t	b	t	b	b																Lajt	M	2	5
104	Grzegorz Poprawa	KW Katowice						b		b	t					t							Trudna	M	2	4
107	Krzysztof Kot	CW Transformator	b	b	t	b	b	b															Lajt	M	1	6
1	Michał Grzyb	Salewa Block																					Weteran	M	0	0
54	Karol Tynalik	CSC Adventure Academy	b	b	b	b	b																Lajt	M	0	5
145																									0	0
146																									0	0
147																									0	0
148																									0	0
149																									0	0
150																									0	0
151																									0	0
152																									0	0
153																									0	0
154																									0	0
155																									0	0
156																									0	0
157																									0	0
158																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
																									0	0
